DSH Community Installer locked third-party package inventory
========================================================

package-lock.json SHA-256: f1a603eeb995a4af296b7fad40ed83ec3bc248f3654017f713bc863552e37c5f
Package count: 587

Format: package path | version | SPDX license | source
node_modules/@deepseek-ai/dsh-pwsh-local | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-pwsh-local/-/dsh-pwsh-local-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-pwsh-sandbox | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-pwsh-sandbox/-/dsh-pwsh-sandbox-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-repeat-tool-reminder | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-repeat-tool-reminder/-/dsh-repeat-tool-reminder-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-sandbox | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-sandbox/-/dsh-sandbox-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-sandbox-local | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-sandbox-local/-/dsh-sandbox-local-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-sandbox-policy | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-sandbox-policy/-/dsh-sandbox-policy-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-sandbox-windows-acl | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-sandbox-windows-acl/-/dsh-sandbox-windows-acl-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-schedule | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-schedule/-/dsh-schedule-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-scope | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-scope/-/dsh-scope-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-session | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-session/-/dsh-session-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-session-checkpoint-policy | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-session-checkpoint-policy/-/dsh-session-checkpoint-policy-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-session-log-export | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-session-log-export/-/dsh-session-log-export-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-session-persistence | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-session-persistence/-/dsh-session-persistence-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-session-persistence-jsonl | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-session-persistence-jsonl/-/dsh-session-persistence-jsonl-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-session-projection | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-session-projection/-/dsh-session-projection-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-session-projection-cache | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-session-projection-cache/-/dsh-session-projection-cache-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-session-query | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-session-query/-/dsh-session-query-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-session-query-sqlite | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-session-query-sqlite/-/dsh-session-query-sqlite-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-session-reference | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-session-reference/-/dsh-session-reference-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-session-stats | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-session-stats/-/dsh-session-stats-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-session-telemetry | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-session-telemetry/-/dsh-session-telemetry-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-session-telemetry-otel | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-session-telemetry-otel/-/dsh-session-telemetry-otel-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-session-title | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-session-title/-/dsh-session-title-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-session-title-first-prompt-llm | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-session-title-first-prompt-llm/-/dsh-session-title-first-prompt-llm-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-session-title-llm | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-session-title-llm/-/dsh-session-title-llm-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-settings | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-settings/-/dsh-settings-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-settings-file | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-settings-file/-/dsh-settings-file-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-shell | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-shell/-/dsh-shell-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-shell-env | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-shell-env/-/dsh-shell-env-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-skill | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-skill/-/dsh-skill-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-skill-badge | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-skill-badge/-/dsh-skill-badge-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-skill-filesystem | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-skill-filesystem/-/dsh-skill-filesystem-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-skill-filesystem/node_modules/chokidar | 5.0.0 | MIT | https://registry.npmjs.org/chokidar/-/chokidar-5.0.0.tgz
node_modules/@deepseek-ai/dsh-skill-filesystem/node_modules/readdirp | 5.1.1 | MIT | https://registry.npmjs.org/readdirp/-/readdirp-5.1.1.tgz
node_modules/@deepseek-ai/dsh-spill | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-spill/-/dsh-spill-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-spill-local | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-spill-local/-/dsh-spill-local-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-spill-policy | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-spill-policy/-/dsh-spill-policy-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-storage | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-storage/-/dsh-storage-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-storage-domain | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-storage-domain/-/dsh-storage-domain-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-storage-json | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-storage-json/-/dsh-storage-json-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-subagent | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-subagent/-/dsh-subagent-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-subagent-fork-in-process | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-subagent-fork-in-process/-/dsh-subagent-fork-in-process-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-subagent-in-process-driver | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-subagent-in-process-driver/-/dsh-subagent-in-process-driver-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-subagent-spawn-in-process | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-subagent-spawn-in-process/-/dsh-subagent-spawn-in-process-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-subprocess | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-subprocess/-/dsh-subprocess-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-subprocess-local | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-subprocess-local/-/dsh-subprocess-local-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-system-prompt | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-system-prompt/-/dsh-system-prompt-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-terminal | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-terminal/-/dsh-terminal-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-terminal-bash | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-terminal-bash/-/dsh-terminal-bash-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-time-context | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-time-context/-/dsh-time-context-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-timeout | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-timeout/-/dsh-timeout-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-tmux-context | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-tmux-context/-/dsh-tmux-context-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-token-meter | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-token-meter/-/dsh-token-meter-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-tool-ask-user | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-tool-ask-user/-/dsh-tool-ask-user-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-tool-bash | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-tool-bash/-/dsh-tool-bash-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-tool-bash-persistent | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-tool-bash-persistent/-/dsh-tool-bash-persistent-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-tool-call-timeout-policy | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-tool-call-timeout-policy/-/dsh-tool-call-timeout-policy-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-tool-cordis | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-tool-cordis/-/dsh-tool-cordis-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-tool-fs | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-tool-fs/-/dsh-tool-fs-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-tool-fs-search | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-tool-fs-search/-/dsh-tool-fs-search-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-tool-goal | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-tool-goal/-/dsh-tool-goal-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-tool-jobs | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-tool-jobs/-/dsh-tool-jobs-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-tool-pwsh | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-tool-pwsh/-/dsh-tool-pwsh-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-tool-ralph | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-tool-ralph/-/dsh-tool-ralph-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-tool-skill | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-tool-skill/-/dsh-tool-skill-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-tool-str-replace-editor | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-tool-str-replace-editor/-/dsh-tool-str-replace-editor-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-tool-subagent | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-tool-subagent/-/dsh-tool-subagent-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-tool-subagent-control | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-tool-subagent-control/-/dsh-tool-subagent-control-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-tool-subagent-report | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-tool-subagent-report/-/dsh-tool-subagent-report-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-tool-todo | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-tool-todo/-/dsh-tool-todo-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-tool-web | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-tool-web/-/dsh-tool-web-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-tool-workflow | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-tool-workflow/-/dsh-tool-workflow-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-tools | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-tools/-/dsh-tools-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-typert-loader | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-typert-loader/-/dsh-typert-loader-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-typert-protocol | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-typert-protocol/-/dsh-typert-protocol-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-typert-registry | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-typert-registry/-/dsh-typert-registry-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-user-approval | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-user-approval/-/dsh-user-approval-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-user-questions | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-user-questions/-/dsh-user-questions-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-web | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-web/-/dsh-web-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-web-app | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-web-app/-/dsh-web-app-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-web-frontend | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-web-frontend/-/dsh-web-frontend-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-web-search-deepseek | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-web-search-deepseek/-/dsh-web-search-deepseek-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-workflow | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-workflow/-/dsh-workflow-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-workflow-worker-thread | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-workflow-worker-thread/-/dsh-workflow-worker-thread-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/dsh-workspace | 0.1.0-rc.7 | MIT | https://registry.npmjs.org/@deepseek-ai/dsh-workspace/-/dsh-workspace-0.1.0-rc.7.tgz
node_modules/@deepseek-ai/node-addon-landlock-run | 0.1.1 | BSD-3-Clause | https://registry.npmjs.org/@deepseek-ai/node-addon-landlock-run/-/node-addon-landlock-run-0.1.1.tgz
node_modules/@deepseek-ai/node-addon-landlock-run-linux-arm64 | 0.1.1 | BSD-3-Clause | https://registry.npmjs.org/@deepseek-ai/node-addon-landlock-run-linux-arm64/-/node-addon-landlock-run-linux-arm64-0.1.1.tgz
node_modules/@deepseek-ai/node-addon-landlock-run-linux-x64 | 0.1.1 | BSD-3-Clause | https://registry.npmjs.org/@deepseek-ai/node-addon-landlock-run-linux-x64/-/node-addon-landlock-run-linux-x64-0.1.1.tgz
node_modules/@deepseek-ai/schemastery | 3.18.1 | MIT | https://registry.npmjs.org/@deepseek-ai/schemastery/-/schemastery-3.18.1.tgz
node_modules/@earendil-works/pi-ai | 0.82.1 | MIT | https://registry.npmjs.org/@earendil-works/pi-ai/-/pi-ai-0.82.1.tgz
node_modules/@earendil-works/pi-ai/node_modules/@opentelemetry/api | 1.9.0 | Apache-2.0 | https://registry.npmjs.org/@opentelemetry/api/-/api-1.9.0.tgz
node_modules/@emnapi/runtime | 1.11.3 | MIT | https://registry.npmjs.org/@emnapi/runtime/-/runtime-1.11.3.tgz
node_modules/@google/genai | 1.52.0 | Apache-2.0 | https://registry.npmjs.org/@google/genai/-/genai-1.52.0.tgz
node_modules/@hono/node-server | 2.1.1 | MIT | https://registry.npmjs.org/@hono/node-server/-/node-server-2.1.1.tgz
node_modules/@img/colour | 1.1.0 | MIT | https://registry.npmjs.org/@img/colour/-/colour-1.1.0.tgz
node_modules/@img/sharp-darwin-arm64 | 0.35.3 | Apache-2.0 | https://registry.npmjs.org/@img/sharp-darwin-arm64/-/sharp-darwin-arm64-0.35.3.tgz
node_modules/@img/sharp-darwin-x64 | 0.35.3 | Apache-2.0 | https://registry.npmjs.org/@img/sharp-darwin-x64/-/sharp-darwin-x64-0.35.3.tgz
node_modules/@img/sharp-freebsd-wasm32 | 0.35.3 | Apache-2.0 | https://registry.npmjs.org/@img/sharp-freebsd-wasm32/-/sharp-freebsd-wasm32-0.35.3.tgz
node_modules/@img/sharp-libvips-darwin-arm64 | 1.3.2 | LGPL-3.0-or-later | https://registry.npmjs.org/@img/sharp-libvips-darwin-arm64/-/sharp-libvips-darwin-arm64-1.3.2.tgz
node_modules/@img/sharp-libvips-darwin-x64 | 1.3.2 | LGPL-3.0-or-later | https://registry.npmjs.org/@img/sharp-libvips-darwin-x64/-/sharp-libvips-darwin-x64-1.3.2.tgz
node_modules/@img/sharp-libvips-linux-arm | 1.3.2 | LGPL-3.0-or-later | https://registry.npmjs.org/@img/sharp-libvips-linux-arm/-/sharp-libvips-linux-arm-1.3.2.tgz
node_modules/@img/sharp-libvips-linux-arm64 | 1.3.2 | LGPL-3.0-or-later | https://registry.npmjs.org/@img/sharp-libvips-linux-arm64/-/sharp-libvips-linux-arm64-1.3.2.tgz
node_modules/@img/sharp-libvips-linux-ppc64 | 1.3.2 | LGPL-3.0-or-later | https://registry.npmjs.org/@img/sharp-libvips-linux-ppc64/-/sharp-libvips-linux-ppc64-1.3.2.tgz
node_modules/@img/sharp-libvips-linux-riscv64 | 1.3.2 | LGPL-3.0-or-later | https://registry.npmjs.org/@img/sharp-libvips-linux-riscv64/-/sharp-libvips-linux-riscv64-1.3.2.tgz
node_modules/@img/sharp-libvips-linux-s390x | 1.3.2 | LGPL-3.0-or-later | https://registry.npmjs.org/@img/sharp-libvips-linux-s390x/-/sharp-libvips-linux-s390x-1.3.2.tgz
node_modules/@img/sharp-libvips-linux-x64 | 1.3.2 | LGPL-3.0-or-later | https://registry.npmjs.org/@img/sharp-libvips-linux-x64/-/sharp-libvips-linux-x64-1.3.2.tgz
node_modules/@img/sharp-libvips-linuxmusl-arm64 | 1.3.2 | LGPL-3.0-or-later | https://registry.npmjs.org/@img/sharp-libvips-linuxmusl-arm64/-/sharp-libvips-linuxmusl-arm64-1.3.2.tgz
node_modules/@img/sharp-libvips-linuxmusl-x64 | 1.3.2 | LGPL-3.0-or-later | https://registry.npmjs.org/@img/sharp-libvips-linuxmusl-x64/-/sharp-libvips-linuxmusl-x64-1.3.2.tgz
node_modules/@img/sharp-linux-arm | 0.35.3 | Apache-2.0 | https://registry.npmjs.org/@img/sharp-linux-arm/-/sharp-linux-arm-0.35.3.tgz
node_modules/@img/sharp-linux-arm64 | 0.35.3 | Apache-2.0 | https://registry.npmjs.org/@img/sharp-linux-arm64/-/sharp-linux-arm64-0.35.3.tgz
node_modules/@img/sharp-linux-ppc64 | 0.35.3 | Apache-2.0 | https://registry.npmjs.org/@img/sharp-linux-ppc64/-/sharp-linux-ppc64-0.35.3.tgz
node_modules/@img/sharp-linux-riscv64 | 0.35.3 | Apache-2.0 | https://registry.npmjs.org/@img/sharp-linux-riscv64/-/sharp-linux-riscv64-0.35.3.tgz
node_modules/@img/sharp-linux-s390x | 0.35.3 | Apache-2.0 | https://registry.npmjs.org/@img/sharp-linux-s390x/-/sharp-linux-s390x-0.35.3.tgz
node_modules/@img/sharp-linux-x64 | 0.35.3 | Apache-2.0 | https://registry.npmjs.org/@img/sharp-linux-x64/-/sharp-linux-x64-0.35.3.tgz
node_modules/@img/sharp-linuxmusl-arm64 | 0.35.3 | Apache-2.0 | https://registry.npmjs.org/@img/sharp-linuxmusl-arm64/-/sharp-linuxmusl-arm64-0.35.3.tgz
node_modules/@img/sharp-linuxmusl-x64 | 0.35.3 | Apache-2.0 | https://registry.npmjs.org/@img/sharp-linuxmusl-x64/-/sharp-linuxmusl-x64-0.35.3.tgz
node_modules/@img/sharp-wasm32 | 0.35.3 | Apache-2.0 AND LGPL-3.0-or-later AND MIT | https://registry.npmjs.org/@img/sharp-wasm32/-/sharp-wasm32-0.35.3.tgz
node_modules/@img/sharp-webcontainers-wasm32 | 0.35.3 | Apache-2.0 | https://registry.npmjs.org/@img/sharp-webcontainers-wasm32/-/sharp-webcontainers-wasm32-0.35.3.tgz
node_modules/@img/sharp-win32-arm64 | 0.35.3 | Apache-2.0 AND LGPL-3.0-or-later | https://registry.npmjs.org/@img/sharp-win32-arm64/-/sharp-win32-arm64-0.35.3.tgz
node_modules/@img/sharp-win32-ia32 | 0.35.3 | Apache-2.0 AND LGPL-3.0-or-later | https://registry.npmjs.org/@img/sharp-win32-ia32/-/sharp-win32-ia32-0.35.3.tgz
node_modules/@img/sharp-win32-x64 | 0.35.3 | Apache-2.0 AND LGPL-3.0-or-later | https://registry.npmjs.org/@img/sharp-win32-x64/-/sharp-win32-x64-0.35.3.tgz
node_modules/@joplin/turndown-plugin-gfm | 1.0.67 | MIT | https://registry.npmjs.org/@joplin/turndown-plugin-gfm/-/turndown-plugin-gfm-1.0.67.tgz
node_modules/@koromix/koffi-darwin-arm64 | 3.1.5 | MIT | https://registry.npmjs.org/@koromix/koffi-darwin-arm64/-/koffi-darwin-arm64-3.1.5.tgz
node_modules/@koromix/koffi-darwin-x64 | 3.1.5 | MIT | https://registry.npmjs.org/@koromix/koffi-darwin-x64/-/koffi-darwin-x64-3.1.5.tgz
node_modules/@koromix/koffi-freebsd-arm64 | 3.1.5 | MIT | https://registry.npmjs.org/@koromix/koffi-freebsd-arm64/-/koffi-freebsd-arm64-3.1.5.tgz
node_modules/@koromix/koffi-freebsd-ia32 | 3.1.5 | MIT | https://registry.npmjs.org/@koromix/koffi-freebsd-ia32/-/koffi-freebsd-ia32-3.1.5.tgz
node_modules/@koromix/koffi-freebsd-x64 | 3.1.5 | MIT | https://registry.npmjs.org/@koromix/koffi-freebsd-x64/-/koffi-freebsd-x64-3.1.5.tgz
node_modules/@koromix/koffi-linux-arm64 | 3.1.5 | MIT | https://registry.npmjs.org/@koromix/koffi-linux-arm64/-/koffi-linux-arm64-3.1.5.tgz
node_modules/@koromix/koffi-linux-ia32 | 3.1.5 | MIT | https://registry.npmjs.org/@koromix/koffi-linux-ia32/-/koffi-linux-ia32-3.1.5.tgz
node_modules/@koromix/koffi-linux-loong64 | 3.1.5 | MIT | https://registry.npmjs.org/@koromix/koffi-linux-loong64/-/koffi-linux-loong64-3.1.5.tgz
node_modules/@koromix/koffi-linux-riscv64 | 3.1.5 | MIT | https://registry.npmjs.org/@koromix/koffi-linux-riscv64/-/koffi-linux-riscv64-3.1.5.tgz
node_modules/@koromix/koffi-linux-x64 | 3.1.5 | MIT | https://registry.npmjs.org/@koromix/koffi-linux-x64/-/koffi-linux-x64-3.1.5.tgz
node_modules/@koromix/koffi-openbsd-ia32 | 3.1.5 | MIT | https://registry.npmjs.org/@koromix/koffi-openbsd-ia32/-/koffi-openbsd-ia32-3.1.5.tgz
node_modules/@koromix/koffi-openbsd-x64 | 3.1.5 | MIT | https://registry.npmjs.org/@koromix/koffi-openbsd-x64/-/koffi-openbsd-x64-3.1.5.tgz
node_modules/@koromix/koffi-win32-arm64 | 3.1.5 | MIT | https://registry.npmjs.org/@koromix/koffi-win32-arm64/-/koffi-win32-arm64-3.1.5.tgz
node_modules/@koromix/koffi-win32-ia32 | 3.1.5 | MIT | https://registry.npmjs.org/@koromix/koffi-win32-ia32/-/koffi-win32-ia32-3.1.5.tgz
node_modules/@koromix/koffi-win32-x64 | 3.1.5 | MIT | https://registry.npmjs.org/@koromix/koffi-win32-x64/-/koffi-win32-x64-3.1.5.tgz
node_modules/@mistralai/mistralai | 2.2.6 | Apache-2.0 | https://registry.npmjs.org/@mistralai/mistralai/-/mistralai-2.2.6.tgz
node_modules/@mixmark-io/domino | 2.2.0 | BSD-2-Clause | https://registry.npmjs.org/@mixmark-io/domino/-/domino-2.2.0.tgz
node_modules/@modelcontextprotocol/sdk | 1.30.0 | MIT | https://registry.npmjs.org/@modelcontextprotocol/sdk/-/sdk-1.30.0.tgz
node_modules/@opentelemetry/api | 1.9.1 | Apache-2.0 | https://registry.npmjs.org/@opentelemetry/api/-/api-1.9.1.tgz
node_modules/@opentelemetry/api-logs | 0.220.0 | Apache-2.0 | https://registry.npmjs.org/@opentelemetry/api-logs/-/api-logs-0.220.0.tgz
node_modules/@opentelemetry/core | 2.9.0 | Apache-2.0 | https://registry.npmjs.org/@opentelemetry/core/-/core-2.9.0.tgz
node_modules/@opentelemetry/exporter-logs-otlp-http | 0.220.0 | Apache-2.0 | https://registry.npmjs.org/@opentelemetry/exporter-logs-otlp-http/-/exporter-logs-otlp-http-0.220.0.tgz
node_modules/@opentelemetry/otlp-exporter-base | 0.220.0 | Apache-2.0 | https://registry.npmjs.org/@opentelemetry/otlp-exporter-base/-/otlp-exporter-base-0.220.0.tgz
